HGNC,name,symbol
1377,carbonic anhydrase 5A,CA5A
1382,carbonic anhydrase 8,CA8
1848,carboxyl ester lipase,CEL
2296,carboxypeptidase A1,CPA1
17245,carboxypeptidase A6,CPA6
2303,carboxypeptidase E,CPE
17412,cardiotrophin like cytokine factor 1,CLCF1
2328,carnitine palmitoyltransferase 1A,CPT1A
18540,carnitine palmitoyltransferase 1C,CPT1C
2330,carnitine palmitoyltransferase 2,CPT2
2379,cartilage associated protein,CRTAP
2227,cartilage oligomeric matrix protein,COMP
2452,casein kinase 1 delta,CSNK1D
2457,casein kinase 2 alpha 1,CSNK2A1
2460,casein kinase 2 beta,CSNK2B
2084,caseinolytic mitochondrial matrix peptidase proteolytic subunit,CLPP
1500,caspase 10,CASP10
1509,caspase 8,CASP8
16393,caspase recruitment domain family member 11,CARD11
16446,caspase recruitment domain family member 14,CARD14
16391,caspase recruitment domain family member 9,CARD9
26002,castor zinc finger 1,CASZ1
1516,catalase,CAT
2228,catechol-O-methyltransferase,COMT
2509,catenin alpha 1,CTNNA1
2511,catenin alpha 3,CTNNA3
2514,catenin beta 1,CTNNB1
2515,catenin delta 1,CTNND1
2516,catenin delta 2,CTNND2
9251,cathepsin A,CTSA
2527,cathepsin B,CTSB
2528,cathepsin C,CTSC
2529,cathepsin D,CTSD
2531,cathepsin F,CTSF
2535,cathepsin H,CTSH
2536,cathepsin K,CTSK
17116,cation channel sperm associated 1,CATSPER1
18810,cation channel sperm associated 2,CATSPER2
9688,caveolae associated protein 1,CAVIN1
1527,caveolin 1,CAV1
1529,caveolin 3,CAV3
17104,"cell adhesion associated, oncogene regulated",CDON
6743,cell cycle associated protein 1,CAPRIN1
24229,cell death inducing DFFA like effector c,CIDEC
1718,cell division cycle 14A,CDC14A
1736,cell division cycle 42,CDC42
1739,cell division cycle 45,CDC45
1744,cell division cycle 6,CDC6
16783,cell division cycle 73,CDC73
14628,cell division cycle associated 7,CDCA7
2500,cellular communication network factor 2,CCN2
12771,cellular communication network factor 6,CCN6
1856,centromere protein E,CENPE
1857,centromere protein F,CENPF
17272,centromere protein J,CENPJ
32933,centromere protein P,CENPP
24866,centrosomal protein 104,CEP104
26690,centrosomal protein 120,CEP120
29264,centrosomal protein 126,CEP126
29086,centrosomal protein 135,CEP135
29298,centrosomal protein 152,CEP152
29182,centrosomal protein 164,CEP164
28209,centrosomal protein 19,CEP19
29021,centrosomal protein 290,CEP290
12370,centrosomal protein 41,CEP41
1161,centrosomal protein 55,CEP55
30794,centrosomal protein 57,CEP57
25815,centrosomal protein 63,CEP63
25740,centrosomal protein 78,CEP78
17966,centrosomal protein 83,CEP83
21638,centrosomal protein 85 like,CEP85L
26193,centrosome and spindle pole associated protein 1,CSPP1
21699,ceramide kinase like,CERKL
14253,ceramide synthase 1,CERS1
23752,ceramide synthase 3,CERS3
2205,ceramide transporter 1,CERT1
30185,cereblon,CRBN
2295,ceruloplasmin,CP
1618,chaperonin containing TCP1 subunit 5,CCT5
8740,charged multivesicular body protein 1A,CHMP1A
24537,charged multivesicular body protein 2B,CHMP2B
16171,charged multivesicular body protein 4B,CHMP4B
16627,checkpoint kinase 2,CHEK2
1307,"chibby 1, beta catenin antagonist",CBY1
1943,chimerin 1,CHN1
2018,chloride channel accessory 4,CLCA4
2063,chloride intracellular channel 2,CLIC2
13517,chloride intracellular channel 5,CLIC5
2019,chloride voltage-gated channel 1,CLCN1
2020,chloride voltage-gated channel 2,CLCN2
2021,chloride voltage-gated channel 3,CLCN3
2022,chloride voltage-gated channel 4,CLCN4
2023,chloride voltage-gated channel 5,CLCN5
2024,chloride voltage-gated channel 6,CLCN6
2025,chloride voltage-gated channel 7,CLCN7
2026,chloride voltage-gated channel Ka,CLCNKA
2027,chloride voltage-gated channel Kb,CLCNKB
1869,cholesteryl ester transfer protein,CETP
1912,choline O-acetyltransferase,CHAT
1937,choline kinase alpha,CHKA
1938,choline kinase beta,CHKB
1952,cholinergic receptor muscarinic 3,CHRM3
1955,cholinergic receptor nicotinic alpha 1 subunit,CHRNA1
1956,cholinergic receptor nicotinic alpha 2 subunit,CHRNA2
1958,cholinergic receptor nicotinic alpha 4 subunit,CHRNA4
1960,cholinergic receptor nicotinic alpha 7 subunit,CHRNA7
1961,cholinergic receptor nicotinic beta 1 subunit,CHRNB1
1962,cholinergic receptor nicotinic beta 2 subunit,CHRNB2
1965,cholinergic receptor nicotinic delta subunit,CHRND
1966,cholinergic receptor nicotinic epsilon subunit,CHRNE
1967,cholinergic receptor nicotinic gamma subunit,CHRNG
24290,chondroitin sulfate N-acetylgalactosaminyltransferase 1,CSGALNACT1
17198,chondroitin sulfate synthase 1,CHSY1
29861,chordin like 1,CHRDL1
24576,chromatin licensing and DNA replication factor 1,CDT1
1552,chromobox 2,CBX2
1915,chromodomain helicase DNA binding protein 1,CHD1
1917,chromodomain helicase DNA binding protein 2,CHD2
1918,chromodomain helicase DNA binding protein 3,CHD3
1919,chromodomain helicase DNA binding protein 4,CHD4
16816,chromodomain helicase DNA binding protein 5,CHD5
19057,chromodomain helicase DNA binding protein 6,CHD6
20626,chromodomain helicase DNA binding protein 7,CHD7
20153,chromodomain helicase DNA binding protein 8,CHD8
29521,chromosome 12 open reading frame 57,C12ORF57
19849,chromosome 14 open reading frame 39,C14ORF39
25443,chromosome 19 open reading frame 12,C19ORF12
20311,chromosome alignment maintaining phosphoprotein 1,CHAMP1
2523,chymotrypsin C,CTRC
33720,cilia and flagella associated protein 221,CFAP221
28506,cilia and flagella associated protein 251,CFAP251
1301,cilia and flagella associated protein 298,CFAP298
28188,cilia and flagella associated protein 300,CFAP300
1260,cilia and flagella associated protein 410,CFAP410
27232,cilia and flagella associated protein 418,CFAP418
26684,cilia and flagella associated protein 43,CFAP43
25631,cilia and flagella associated protein 44,CFAP44
26708,cilia and flagella associated protein 47,CFAP47
16053,cilia and flagella associated protein 52,CFAP52
26530,cilia and flagella associated protein 53,CFAP53
15872,cilia and flagella associated protein 61,CFAP61
25325,cilia and flagella associated protein 65,CFAP65
26107,cilia and flagella associated protein 69,CFAP69
30726,cilia and flagella associated protein 70,CFAP70
29368,cilia and flagella associated protein 74,CFAP74
53647,ciliated left-right organizer metallopeptidase,CIROP
25801,ciliogenesis and planar polarity effector complex subunit 1,CPLANE1
25062,ciliogenesis associated TTC17 interacting protein,CATIP
21219,ciliogenesis associated kinase 1,CILK1
1985,citron rho-interacting serine/threonine kinase,CIT
12605,clarin 1,CLRN1
7067,class II major histocompatibility complex transactivator,CIITA
2092,clathrin heavy chain,CLTC
2093,clathrin heavy chain like 1,CLTCL1
2032,claudin 1,CLDN1
2033,claudin 10,CLDN10
2035,claudin 14,CLDN14
2037,claudin 16,CLDN16
2040,claudin 19,CLDN19
2326,cleavage and polyadenylation specific factor 3,CPSF3
16999,cleavage factor polyribonucleotide kinase subunit 1,CLP1
3535,"coagulation factor II, thrombin",F2
3551,coagulation factor IX,F9
3542,coagulation factor V,F5
3544,coagulation factor VII,F7
3546,coagulation factor VIII,F8
3528,coagulation factor X,F10
3529,coagulation factor XI,F11
3530,coagulation factor XII,F12
3531,coagulation factor XIII A chain,F13A1
3534,coagulation factor XIII B chain,F13B
4268,cobalamin binding intrinsic factor,CBLIF
2180,cochlin,COCH
1713,codanin 1,CDAN1
25223,"coenzyme Q2, polyprenyltransferase",COQ2
19693,coenzyme Q4,COQ4
20233,"coenzyme Q6, monooxygenase",COQ6
2244,"coenzyme Q7, hydroxylase",COQ7
16812,coenzyme Q8A,COQ8A
19041,coenzyme Q8B,COQ8B
25302,coenzyme Q9,COQ9
1875,cofilin 2,CFL2
30237,coiled-coil and C2 domain containing 1A,CC2D1A
29253,coiled-coil and C2 domain containing 2A,CC2D2A
25244,coiled-coil domain 39 molecular ruler complex subunit,CCDC39
26090,coiled-coil domain 40 molecular ruler complex subunit,CCDC40
32700,coiled-coil domain containing 103,CCDC103
28178,coiled-coil domain containing 115,CCDC115
26821,coiled-coil domain containing 141,CCDC141
28033,coiled-coil domain containing 174,CCDC174
28909,coiled-coil domain containing 22,CCDC22
28295,coiled-coil domain containing 32,CCDC32
25079,coiled-coil domain containing 34,CCDC34
18111,coiled-coil domain containing 50,CCDC50
18782,coiled-coil domain containing 6,CCDC6
29937,coiled-coil domain containing 65,CCDC65
14153,coiled-coil domain containing 78,CCDC78
25367,coiled-coil domain containing 8,CCDC8
25523,coiled-coil domain containing 88A,CCDC88A
19967,coiled-coil domain containing 88C,CCDC88C
15559,coiled-coil-helix-coiled-coil-helix domain containing 10,CHCHD10
29426,collagen and calcium binding EGF domains 1,CCBE1
26182,collagen beta(1-O)galactosyltransferase 1,COLGALT1
2226,collagen like tail subunit of asymmetric acetylcholinesterase,COLQ
2197,collagen type I alpha 1 chain,COL1A1
2198,collagen type I alpha 2 chain,COL1A2
2200,collagen type II alpha 1 chain,COL2A1
2201,collagen type III alpha 1 chain,COL3A1
2202,collagen type IV alpha 1 chain,COL4A1
2203,collagen type IV alpha 2 chain,COL4A2
2204,collagen type IV alpha 3 chain,COL4A3
2206,collagen type IV alpha 4 chain,COL4A4
2207,collagen type IV alpha 5 chain,COL4A5
2208,collagen type IV alpha 6 chain,COL4A6
2217,collagen type IX alpha 1 chain,COL9A1
2218,collagen type IX alpha 2 chain,COL9A2
2219,collagen type IX alpha 3 chain,COL9A3
2209,collagen type V alpha 1 chain,COL5A1
2210,collagen type V alpha 2 chain,COL5A2
2211,collagen type VI alpha 1 chain,COL6A1
2212,collagen type VI alpha 2 chain,COL6A2
2213,collagen type VI alpha 3 chain,COL6A3
2214,collagen type VII alpha 1 chain,COL7A1
2216,collagen type VIII alpha 2 chain,COL8A2
2185,collagen type X alpha 1 chain,COL10A1
2186,collagen type XI alpha 1 chain,COL11A1
2187,collagen type XI alpha 2 chain,COL11A2
2188,collagen type XII alpha 1 chain,COL12A1
2190,collagen type XIII alpha 1 chain,COL13A1
2191,collagen type XIV alpha 1 chain,COL14A1
2194,collagen type XVII alpha 1 chain,COL17A1
2195,collagen type XVIII alpha 1 chain,COL18A1
18603,collagen type XXV alpha 1 chain,COL25A1
22986,collagen type XXVII alpha 1 chain,COL27A1
2220,collectin subfamily member 10,COLEC10
17213,collectin subfamily member 11,COLEC11
29437,"collectrin, amino acid transport regulator",CLTRN
2433,colony stimulating factor 1 receptor,CSF1R
2435,colony stimulating factor 2 receptor subunit alpha,CSF2RA
2436,colony stimulating factor 2 receptor subunit beta,CSF2RB
2439,colony stimulating factor 3 receptor,CSF3R
1241,complement C1q A chain,C1QA
1242,complement C1q B chain,C1QB
1245,complement C1q C chain,C1QC
1246,complement C1r,C1R
1247,complement C1s,C1S
1248,complement C2,C2
1318,complement C3,C3
2336,complement C3d receptor 2,CR2
1323,complement C4A (Chido/Rodgers blood group),C4A
1324,complement C4B (Chido/Rodgers blood group),C4B
1331,complement C5,C5
1339,complement C6,C6
1346,complement C7,C7
1352,complement C8 alpha chain,C8A
1353,complement C8 beta chain,C8B
1354,complement C8 gamma chain,C8G
1358,complement C9,C9
1037,complement factor B,CFB
2771,complement factor D,CFD
4883,complement factor H,CFH
4888,complement factor H related 1,CFHR1
4890,complement factor H related 2,CFHR2
16980,complement factor H related 3,CFHR3
24668,complement factor H related 5,CFHR5
5394,complement factor I,CFI
8864,complement factor properdin,CFP
2309,complexin 1,CPLX1
1974,component of inhibitor of nuclear factor kappa B kinase complex,CHUK
6545,component of oligomeric golgi complex 1,COG1
6546,component of oligomeric golgi complex 2,COG2
18620,component of oligomeric golgi complex 4,COG4
14857,component of oligomeric golgi complex 5,COG5
18621,component of oligomeric golgi complex 6,COG6
18622,component of oligomeric golgi complex 7,COG7
18623,component of oligomeric golgi complex 8,COG8
2383,cone-rod homeobox,CRX
19701,connector enhancer of kinase suppressor of Ras 2,CNKSR2
2171,contactin 1,CNTN1
2172,contactin 2,CNTN2
8011,contactin associated protein 1,CNTNAP1
13830,contactin associated protein 2,CNTNAP2
2321,coproporphyrinogen oxidase,CPOX
23571,cordon-bleu WH2 repeat protein like 1,COBLL1
1539,core-binding factor subunit beta,CBFB
19012,"corin, serine peptidase",CORIN
1802,corneodesmosin,CDSN
2252,coronin 1A,CORO1A
2355,corticotropin releasing hormone,CRH
11701,"cripto, EGF-CFC family member",CRIPTO
2343,crumbs cell polarity complex component 1,CRB1
18688,crumbs cell polarity complex component 2,CRB2
18292,"cryptic, EGF-CFC family member 1",CFC1
2388,crystallin alpha A,CRYAA
2389,crystallin alpha B,CRYAB
2394,crystallin beta A1,CRYBA1
2395,crystallin beta A2,CRYBA2
2396,crystallin beta A4,CRYBA4
2397,crystallin beta B1,CRYBB1
2398,crystallin beta B2,CRYBB2
2400,crystallin beta B3,CRYBB3
2409,crystallin gamma B,CRYGB
2410,crystallin gamma C,CRYGC
2411,crystallin gamma D,CRYGD
2417,crystallin gamma S,CRYGS
2418,crystallin mu,CRYM
2548,cubilin,CUBN
2553,cullin 3,CUL3
2555,cullin 4B,CUL4B
21024,cullin 7,CUL7
2557,cut like homeobox 1,CUX1
19347,cut like homeobox 2,CUX2
20039,cyclase associated actin cytoskeleton regulatory protein 2,CAP2
2148,cyclic nucleotide gated channel subunit alpha 1,CNGA1
2149,cyclic nucleotide gated channel subunit alpha 2,CNGA2
2150,cyclic nucleotide gated channel subunit alpha 3,CNGA3
2151,cyclic nucleotide gated channel subunit beta 1,CNGB1
2153,cyclic nucleotide gated channel subunit beta 3,CNGB3
1582,cyclin D1,CCND1
1583,cyclin D2,CCND2
1591,cyclin F,CCNF
1596,cyclin K,CCNK
18576,cyclin O,CCNO
28434,cyclin Q,CCNQ
103,cyclin and CBS domain divalent metal cation transport mediator 2,CNNM2
105,cyclin and CBS domain divalent metal cation transport mediator 4,CNNM4
1733,cyclin dependent kinase 13,CDK13
19338,cyclin dependent kinase 19,CDK19
1773,cyclin dependent kinase 4,CDK4
1777,cyclin dependent kinase 6,CDK6
1779,cyclin dependent kinase 8,CDK8
1784,cyclin dependent kinase inhibitor 1A,CDKN1A
1785,cyclin dependent kinase inhibitor 1B,CDKN1B
1786,cyclin dependent kinase inhibitor 1C,CDKN1C
1787,cyclin dependent kinase inhibitor 2A,CDKN2A
1788,cyclin dependent kinase inhibitor 2B,CDKN2B
1789,cyclin dependent kinase inhibitor 2C,CDKN2C
11411,cyclin dependent kinase like 5,CDKL5
1550,cystathionine beta-synthase,CBS
2501,cystathionine gamma-lyase,CTH
2481,cystatin A,CSTA
2482,cystatin B,CSTB
2475,cystatin C,CST3
2472,cysteine and glycine rich protein 3,CSRP3
2359,cysteine rich transmembrane BMP regulator 1,CRIM1
14630,cysteine rich with EGF like domains 1,CRELD1
18274,cysteinyl leukotriene receptor 2,CYSLTR2
1493,cysteinyl-tRNA synthetase 1,CARS1
25695,"cysteinyl-tRNA synthetase 2, mitochondrial",CARS2
2518,"cystinosin, lysosomal cystine transporter",CTNS
2597,cytochrome P450 family 1 subfamily B member 1,CYP1B1
2590,cytochrome P450 family 11 subfamily A member 1,CYP11A1
2591,cytochrome P450 family 11 subfamily B member 1,CYP11B1
2592,cytochrome P450 family 11 subfamily B member 2,CYP11B2
2593,cytochrome P450 family 17 subfamily A member 1,CYP17A1
2594,cytochrome P450 family 19 subfamily A member 1,CYP19A1
2610,cytochrome P450 family 2 subfamily A member 6,CYP2A6
20580,cytochrome P450 family 2 subfamily R member 1,CYP2R1
20582,cytochrome P450 family 2 subfamily U member 1,CYP2U1
2600,cytochrome P450 family 21 subfamily A member 2,CYP21A2
2602,cytochrome P450 family 24 subfamily A member 1,CYP24A1
20581,cytochrome P450 family 26 subfamily B member 1,CYP26B1
20577,cytochrome P450 family 26 subfamily C member 1,CYP26C1
2605,cytochrome P450 family 27 subfamily A member 1,CYP27A1
2606,cytochrome P450 family 27 subfamily B member 1,CYP27B1
26820,cytochrome P450 family 4 subfamily F member 22,CYP4F22
23198,cytochrome P450 family 4 subfamily V member 2,CYP4V2
2649,cytochrome P450 family 51 subfamily A member 1,CYP51A1
2651,cytochrome P450 family 7 subfamily A member 1,CYP7A1
2652,cytochrome P450 family 7 subfamily B member 1,CYP7B1
2577,cytochrome b-245 alpha chain,CYBA
2578,cytochrome b-245 beta chain,CYBB
28672,cytochrome b-245 chaperone 1,CYBC1
2873,cytochrome b5 reductase 3,CYB5R3
2570,cytochrome b5 type A,CYB5A
24990,cytochrome c oxidase assembly factor 3,COA3
33848,cytochrome c oxidase assembly factor 5,COA5
18025,cytochrome c oxidase assembly factor 6,COA6
20492,cytochrome c oxidase assembly factor 8,COA8
28216,cytochrome c oxidase assembly factor COX14,COX14
20213,cytochrome c oxidase assembly factor COX16,COX16
26970,cytochrome c oxidase assembly factor COX20,COX20
2260,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,COX10
2263,cytochrome c oxidase assembly homolog COX15,COX15
2265,cytochrome c oxidase subunit 4I1,COX4I1
16232,cytochrome c oxidase subunit 4I2,COX4I2
2267,cytochrome c oxidase subunit 5A,COX5A
2277,cytochrome c oxidase subunit 6A1,COX6A1
2279,cytochrome c oxidase subunit 6A2,COX6A2
2280,cytochrome c oxidase subunit 6B1,COX6B1
2291,cytochrome c oxidase subunit 7B,COX7B
2294,cytochrome c oxidase subunit 8A,COX8A
19986,"cytochrome c, somatic",CYCS
2579,cytochrome c1,CYC1
9208,cytochrome p450 oxidoreductase,POR
2364,cytokine receptor like factor 1,CRLF1
13760,cytoplasmic FMR1 interacting protein 2,CYFIP2
26877,cytoskeleton associated protein 2 like,CKAP2L
2505,cytotoxic T-lymphocyte associated protein 4,CTLA4
13681,dachsous cadherin-related 1,DCHS1
2718,damage specific DNA binding protein 2,DDB2
29812,"decapping enzyme, scavenger",DCPS
17759,decaprenyl diphosphate synthase subunit 1,PDSS1
2705,decorin,DCN
23483,dedicator of cytokinesis 11,DOCK11
2988,dedicator of cytokinesis 2,DOCK2
2989,dedicator of cytokinesis 3,DOCK3
19189,dedicator of cytokinesis 6,DOCK6
19190,dedicator of cytokinesis 7,DOCK7
19191,dedicator of cytokinesis 8,DOCK8
