ORPHAcode,Disorder name,Disorder type,Gene symbol,Gene name,Gene type,Gene synonyms,Locus,Validation source
1606,1p36 deletion syndrome,Malformation syndrome,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,gene with protein product,"['AKR6A5', 'HKvbeta2.1', 'HKvbeta2.2', 'KCNA2B']","[{'GeneLocus': '1p36.31', 'LocusKey': 1}]",22766398[PMID]_17633087[PMID]
1606,1p36 deletion syndrome,Malformation syndrome,PRDM16,PR/SET domain 16,gene with protein product,"['KIAA1675', 'KMT8F', 'MDS1/EVI1-like', 'MEL1', 'MGC166915', 'PFM13', 'PR-domain zinc finger protein 16', 'Transcription factor MEL1', 'transcription factor MEL1']","[{'GeneLocus': '1p36.32', 'LocusKey': 1}]",23768516[PMID]
1606,1p36 deletion syndrome,Malformation syndrome,CASZ1,castor zinc finger 1,gene with protein product,"['FLJ20321', 'SRG', 'ZNF693', 'castor', 'cst', 'survival related gene', 'zinc finger protein 693']","[{'GeneLocus': '1p36.22', 'LocusKey': 1}]",24454898[PMID]
1606,1p36 deletion syndrome,Malformation syndrome,SPEN,spen family transcriptional repressor,gene with protein product,"['KIAA0929', 'MINT', 'RBM15C', 'SHARP']","[{'GeneLocus': '1p36.21-p36.13', 'LocusKey': 1}]",26345236[PMID]
1606,1p36 deletion syndrome,Malformation syndrome,PDPN,podoplanin,gene with protein product,"['D2-40', 'GP40', 'Gp38', 'PA2.26', 'T1A-2', 'aggrus', 'lung type I cell membrane associated glycoprotein']","[{'GeneLocus': '1p36.21', 'LocusKey': 1}]",26345236[PMID]
1606,1p36 deletion syndrome,Malformation syndrome,LUZP1,leucine zipper protein 1,gene with protein product,['LUZP'],"[{'GeneLocus': '1p36.12', 'LocusKey': 1}]",26345236[PMID]
1606,1p36 deletion syndrome,Malformation syndrome,HSPG2,heparan sulfate proteoglycan 2,gene with protein product,"['PRCAN', 'endorepellin', 'perlecan', 'perlecan proteoglycan']","[{'GeneLocus': '1p36.12', 'LocusKey': 1}]",26345236[PMID]
1617,Developmental delay-language impairment-dopa responsive dystonia-parkinsonism syndrome due to 2q24 microdeletion,Etiological subtype,NR4A2,nuclear receptor subfamily 4 group A member 2,gene with protein product,"['HZF-3', 'NOT', 'RNR1', 'TINUR']","[{'GeneLocus': '2q24.1', 'LocusKey': 1}]",32366965[PMID]
1617,Developmental delay-language impairment-dopa responsive dystonia-parkinsonism syndrome due to 2q24 microdeletion,Etiological subtype,TBR1,T-box brain transcription factor 1,gene with protein product,,"[{'GeneLocus': '2q24.2', 'LocusKey': 1}]",24458984[PMID]
1627,Deletion 5q35 syndrome,Malformation syndrome,NKX2-5,NK2 homeobox 5,gene with protein product,"['CSX1', 'NKX2.5', 'NKX4-1', 'tinman (Drosophila) homolog', 'tinman paralog (Drosophila)']","[{'GeneLocus': '5q35.1', 'LocusKey': 1}]",17910075[PMID]
1627,Deletion 5q35 syndrome,Malformation syndrome,NSD1,nuclear receptor binding SET domain protein 1,gene with protein product,"['ARA267', 'FLJ22263', 'KMT3B']","[{'GeneLocus': '5q35.3', 'LocusKey': 1}]",17910075[PMID]
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,AZF1,azoospermia factor 1,Disorder-associated locus,['AZFa'],,19246359[PMID]
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,USP9Y,ubiquitin specific peptidase 9 Y-linked,gene with protein product,"['AZFA', 'DFFRY', 'FAF-Y', 'azoospermia factor A', 'fat facets-like homolog (Drosophila)']","[{'GeneLocus': 'Yq11.221', 'LocusKey': 1}]",20301513[PMID]_10581029[PMID]_22537385[PMID]_20671934[PMID]
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,DAZ1,deleted in azoospermia 1,gene with protein product,['SPGY'],"[{'GeneLocus': 'Yq11.223', 'LocusKey': 1}]",20671934[PMID]_11870237[PMID]
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,DAZ2,deleted in azoospermia 2,gene with protein product,"['MGC126442', 'pDP1678']","[{'GeneLocus': 'Yq11.223', 'LocusKey': 1}]",20671934[PMID]_11870237[PMID]
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,DAZ3,deleted in azoospermia 3,gene with protein product,,"[{'GeneLocus': 'Yq11.23', 'LocusKey': 1}]",20671934[PMID]_14639527[PMID]
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,DAZ4,deleted in azoospermia 4,gene with protein product,,"[{'GeneLocus': 'Yq11.23', 'LocusKey': 1}]",20671934[PMID]_14639527[PMID]
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,DDX3Y,DEAD-box helicase 3 Y-linked,gene with protein product,,"[{'GeneLocus': 'Yq11.221', 'LocusKey': 1}]",22537385[PMID]_10767340[PMID]_20671934[PMID]_20301513[PMID]
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,RBMY1A1,RNA binding motif protein Y-linked family 1 member A1,gene with protein product,"['YRRM1', 'YRRM2']","[{'GeneLocus': 'Yq11.223', 'LocusKey': 1}]",12525536[PMID]_20671934[PMID]
1646,Chromosome Y microdeletion syndrome,Malformation syndrome,TSPY1,testis specific protein Y-linked 1,gene with protein product,"['CT78', 'cancer/testis antigen 78']","[{'GeneLocus': 'Yp11.2', 'LocusKey': 1}]",23307928[PMID]
1658,Absence of fingerprints-congenital milia syndrome,Disease,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",gene with protein product,"['DKFZP762K2015', 'DKFZp762K2015', 'ETL1', 'KIAA1122']","[{'GeneLocus': '4q22.3', 'LocusKey': 1}]",26932190[PMID]
1662,Restrictive dermopathy,Disease,ZMPSTE24,zinc metallopeptidase STE24,gene with protein product,"['CAAX prenyl protease 1 homolog', 'FACE-1', 'HGPS', 'Hutchinson-Gilford progeria syndrome', 'PRO1', 'STE24', 'Ste24p']","[{'GeneLocus': '1p34.2', 'LocusKey': 1}]",18470519[PMID]_19020898[PMID]
1662,Restrictive dermopathy,Disease,LMNA,lamin A/C,gene with protein product,"['HGPS', 'MADA', 'mandibuloacral dysplasia type A', 'progerin']","[{'GeneLocus': '1q22', 'LocusKey': 1}]",18470519[PMID]_19020898[PMID]
1667,Wolcott-Rallison syndrome,Disease,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,gene with protein product,"['PEK', 'PERK', 'PKR-like ER kinase', 'PRKR-like endoplasmic reticulum kinase', 'pancreatic eIF-2alpha kinase']","[{'GeneLocus': '2p11.2', 'LocusKey': 1}]",21050479[PMID]
1675,Dihydropyrimidine dehydrogenase deficiency,Disease,DPYD,dihydropyrimidine dehydrogenase,gene with protein product,"['DHPDHase', 'DPD', 'Dihydrothymine dehydrogenase', 'Dihydrouracil dehydrogenase']","[{'GeneLocus': '1p21.3', 'LocusKey': 1}]",
1713,17p11.2 microduplication syndrome,Malformation syndrome,RAI1,retinoic acid induced 1,gene with protein product,"['DKFZP434A139', 'KIAA1820', 'MGC12824', 'SMS']","[{'GeneLocus': '17p11.2', 'LocusKey': 1}]",20188345[PMID]
1727,22q11.2 duplication syndrome,Malformation syndrome,TBX1,T-box transcription factor 1,gene with protein product,['CATCH22'],"[{'GeneLocus': '22q11.21', 'LocusKey': 1}]",19254783[PMID]
1762,Proximal Xq28 duplication syndrome,Malformation syndrome,MECP2,methyl-CpG binding protein 2,gene with protein product,,"[{'GeneLocus': 'Xq28', 'LocusKey': 1}]",17088400[PMID]
1764,Familial dysautonomia,Disease,ELP1,elongator complex protein 1,gene with protein product,"['IKAP', 'IKI3', 'TOT1', 'elongator acetyltransferase complex subunit 1']","[{'GeneLocus': '9q31.3', 'LocusKey': 1}]",20301359[PMID]
1766,Dysequilibrium syndrome,Disease,VLDLR,very low density lipoprotein receptor,gene with protein product,"['CARMQ1', 'CHRMQ1', 'VLDLRCH']","[{'GeneLocus': '9p24.2', 'LocusKey': 1}]",21885617[PMID]
1766,Dysequilibrium syndrome,Disease,WDR81,WD repeat domain 81,gene with protein product,"['CAMRQ2', 'FLJ33817', 'PPP1R166', 'SORF-2', 'protein phosphatase 1, regulatory subunit 166']","[{'GeneLocus': '17p13.3', 'LocusKey': 1}]",21885617[PMID]
1766,Dysequilibrium syndrome,Disease,CA8,carbonic anhydrase 8,gene with protein product,['CARP'],"[{'GeneLocus': '8q12.1', 'LocusKey': 1}]",21812104[PMID]
1766,Dysequilibrium syndrome,Disease,ATP8A2,ATPase phospholipid transporting 8A2,gene with protein product,"['ATPIB', 'ML-1']","[{'GeneLocus': '13q12.13', 'LocusKey': 1}]",22892528[PMID]
1766,Dysequilibrium syndrome,Disease,TUBB2B,tubulin beta 2B class IIb,gene with protein product,"['DKFZp566F223', 'MGC8685', 'bA506K6.1', 'class IIb beta-tubulin']","[{'GeneLocus': '6p25.2', 'LocusKey': 1}]",28013290[PMID]
1772,"45,X/46,XY mixed gonadal dysgenesis",Malformation syndrome,SRY,sex determining region Y,gene with protein product,"['TDF', 'testis-determining factor']","[{'GeneLocus': 'Yp11.2', 'LocusKey': 1}]",20699606[PMID]
1775,Dyskeratosis congenita,Disease,NPM1,nucleophosmin 1,gene with protein product,"['B23', 'NPM', 'Nucleophosmin/nucleoplasmin family, member 1', 'Numatrin', 'nucleolar phosphoprotein B23', 'nucleophosmin/nucleoplasmin family, member 1', 'numatrin']","[{'GeneLocus': '5q35.1', 'LocusKey': 1}]",31570891[PMID]
1775,Dyskeratosis congenita,Disease,DKC1,dyskerin pseudouridine synthase 1,gene with protein product,"['Cbf5', 'H/ACA ribonucleoprotein complex subunit 4', 'NAP57', 'NOLA4', 'XAP101', 'dyskerin']","[{'GeneLocus': 'Xq28', 'LocusKey': 1}]",20301779[PMID]
1775,Dyskeratosis congenita,Disease,TERT,telomerase reverse transcriptase,gene with protein product,"['EST2', 'TCS1', 'TP2', 'TRT', 'hEST2']","[{'GeneLocus': '5p15.33', 'LocusKey': 1}]",20301779[PMID]
1775,Dyskeratosis congenita,Disease,TERC,telomerase RNA component,Non-coding RNA,"['SCARNA19', 'TER', 'TR', 'TRC3', 'hTR', 'small Cajal body-specific RNA 19']","[{'GeneLocus': '3q26.2', 'LocusKey': 1}]",20301779[PMID]
1775,Dyskeratosis congenita,Disease,TINF2,TERF1 interacting nuclear factor 2,gene with protein product,['TIN2'],"[{'GeneLocus': '14q12', 'LocusKey': 1}]",20301779[PMID]
1775,Dyskeratosis congenita,Disease,NOP10,NOP10 ribonucleoprotein,gene with protein product,"['MGC70651', 'NOP10P', 'homolog of yeast Nop10p']","[{'GeneLocus': '15q14', 'LocusKey': 1}]",20301779[PMID]
1775,Dyskeratosis congenita,Disease,NHP2,NHP2 ribonucleoprotein,gene with protein product,['FLJ20479'],"[{'GeneLocus': '5q35.3', 'LocusKey': 1}]",20301779[PMID]
1775,Dyskeratosis congenita,Disease,USB1,U6 snRNA biogenesis phosphodiesterase 1,gene with protein product,"['FLJ13154', 'HVSL motif containing 1', 'HVSL1', 'Mpn1', 'U six biogenesis 1', 'mutated in poikiloderma with neutropenia protein 1', 'poikiloderma with neutropenia']","[{'GeneLocus': '16q21', 'LocusKey': 1}]",20817924[PMID]_22160078[PMID]
1775,Dyskeratosis congenita,Disease,WRAP53,WD repeat containing antisense to TP53,gene with protein product,"['FLJ10385', 'TCAB1', 'WD-encoding RNA antisense to p53', 'telomerase cajal body protein 1']","[{'GeneLocus': '17p13.1', 'LocusKey': 1}]",20301779[PMID]
1775,Dyskeratosis congenita,Disease,CTC1,CST telomere replication complex component 1,gene with protein product,"['AAF132', 'FLJ22170', 'alpha accessory factor 132', 'conserved telomere capping protein 1', 'conserved telomere maintenance component 1']","[{'GeneLocus': '17p13.1', 'LocusKey': 1}]",20301779[PMID]_22532422[PMID]_22556055[PMID]
1775,Dyskeratosis congenita,Disease,RTEL1,regulator of telomere elongation helicase 1,gene with protein product,"['DKFZP434C013', 'KIAA1088', 'NHL', 'RTEL', 'bK3184A7.3']","[{'GeneLocus': '20q13.33', 'LocusKey': 1}]",23453664[PMID]
1775,Dyskeratosis congenita,Disease,PARN,poly(A)-specific ribonuclease,gene with protein product,"['DAN', 'deadenylation nuclease']","[{'GeneLocus': '16p13.12', 'LocusKey': 1}]",25893599[PMID]
1775,Dyskeratosis congenita,Disease,TYMS,thymidylate synthetase,gene with protein product,"['HsT422', 'TMS', 'Tsase']","[{'GeneLocus': '18p11.32', 'LocusKey': 1}]",35931051[PMID]
1777,Temtamy syndrome,Malformation syndrome,C12ORF57,chromosome 12 open reading frame 57,gene with protein product,"['C10', 'GRCC10', 'gene rich cluster C10 gene']","[{'GeneLocus': '12p13.31', 'LocusKey': 1}]",23453665[PMID]_23453666[PMID]
1782,Dysosteosclerosis,Malformation syndrome,TNFRSF11A,TNF receptor superfamily member 11a,gene with protein product,"['CD265', 'FEO', 'ODFR', 'RANK', 'TRANCE receptor', 'TRANCE-R', 'familial expansile osteolysis', 'osteoclast differentiation factor receptor', 'receptor activator of nuclear factor kappa B']","[{'GeneLocus': '18q21.33', 'LocusKey': 1}]",29568001[PMID]_31163101[PMID]
1782,Dysosteosclerosis,Malformation syndrome,TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",gene with protein product,"['ATP6N1C', 'ATP6V0A3', 'Atp6i', 'OC-116', 'OC116', 'T-cell immune response cDNA 7', 'TIRC7', 'V-ATPase subunit a3', 'a3']","[{'GeneLocus': '11q13.2', 'LocusKey': 1}]",30537558[PMID]
1782,Dysosteosclerosis,Malformation syndrome,SLC29A3,solute carrier family 29 member 3,gene with protein product,"['ENT3', 'FLJ11160', 'hENT3']","[{'GeneLocus': '10q22.1', 'LocusKey': 1}]",
1788,"Acrofacial dysostosis, Rodríguez type",Malformation syndrome,SF3B4,splicing factor 3b subunit 4,gene with protein product,"['Hsh49', 'SAP49', 'SF3b49']","[{'GeneLocus': '1q21.2', 'LocusKey': 1}]",27642715[PMID]
1797,Autosomal dominant spondylocostal dysostosis,Malformation syndrome,TBX6,T-box transcription factor 6,gene with protein product,,"[{'GeneLocus': '16p11.2', 'LocusKey': 1}]",23335591[PMID]
1802,Ghosal hematodiaphyseal dysplasia,Malformation syndrome,TBXAS1,thromboxane A synthase 1,gene with protein product,"['CYP5', 'CYP5A1', 'THAS', 'TS', 'TXAS', 'TXS', 'cytochrome P450, family 5, subfamily A, polypeptide 1']","[{'GeneLocus': '7q34', 'LocusKey': 1}]",18264100[PMID]
1807,Focal facial dermal dysplasia type III,Clinical subtype,TWIST2,twist family bHLH transcription factor 2,gene with protein product,"['DERMO1', 'Dermo-1', 'bHLHa39']","[{'GeneLocus': '2q37.3', 'LocusKey': 1}]",
1810,Autosomal dominant hypohidrotic ectodermal dysplasia,Etiological subtype,EDAR,ectodysplasin A receptor,gene with protein product,"['ED1R', 'ED5', 'EDA1R', 'EDA3', 'Edar', 'Tumor necrosis factor receptor superfamily member EDAR', 'ectodysplasin A1 receptor']","[{'GeneLocus': '2q13', 'LocusKey': 1}]",
1810,Autosomal dominant hypohidrotic ectodermal dysplasia,Etiological subtype,EDARADD,EDAR associated via death domain,gene with protein product,"['CR', 'Ectodysplasin-A receptor-associated adapter protein', 'crinkled']","[{'GeneLocus': '1q42.3-q43', 'LocusKey': 1}]",
1810,Autosomal dominant hypohidrotic ectodermal dysplasia,Etiological subtype,TRAF6,TNF receptor associated factor 6,gene with protein product,"['RING finger protein 85', 'RNF85']","[{'GeneLocus': '11p12', 'LocusKey': 1}]",
1810,Autosomal dominant hypohidrotic ectodermal dysplasia,Etiological subtype,KDF1,keratinocyte differentiation factor 1,gene with protein product,"['FLJ34633', 'RP11-344H11.3']","[{'GeneLocus': '1p36.11', 'LocusKey': 1}]",27838789[PMID]
1824,Lowry-Wood syndrome,Disease,RNU4ATAC,"RNA, U4atac small nuclear",Non-coding RNA,"['RNU4ATAC1', 'U4atac', 'U4atac snRNA']","[{'GeneLocus': '2q14.2', 'LocusKey': 1}]",29265708[PMID]
1826,Frontometaphyseal dysplasia,Disease,MAP3K7,mitogen-activated protein kinase kinase kinase 7,gene with protein product,"['MEKK7', 'TGF-beta activated kinase 1']","[{'GeneLocus': '6q15', 'LocusKey': 1}]",27426733[PMID]
1826,Frontometaphyseal dysplasia,Disease,FLNA,filamin A,gene with protein product,"['ABP-280', 'actin binding protein 280', 'alpha filamin']","[{'GeneLocus': 'Xq28', 'LocusKey': 1}]",16596676[PMID]_16835913[PMID]_20301567[PMID]
1827,Acromelic frontonasal dysplasia,Malformation syndrome,ZSWIM6,zinc finger SWIM-type containing 6,gene with protein product,['KIAA1577'],"[{'GeneLocus': '5q12.1', 'LocusKey': 1}]",25105228[PMID]
1830,Schimke immuno-osseous dysplasia,Disease,SMARCAL1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1",gene with protein product,"['ATP-driven annealing helicase', 'HARP', 'HHARP', 'HepA-related protein']","[{'GeneLocus': '2q35', 'LocusKey': 1}]",20301550[PMID]
1832,Osteosclerotic bone dysplasia,Malformation syndrome,FAM20C,FAM20C golgi associated secretory pathway kinase,gene with protein product,"['DKFZp547D065', 'DMP4', 'G-CK', 'IMAGE:4942737', 'dentin matrix protein 4', 'golgi casein kinase']","[{'GeneLocus': '7p22.3', 'LocusKey': 1}]",25019372[PMID]
1848,"Renal agenesis, bilateral",Clinical subtype,WNT9B,Wnt family member 9B,gene with protein product,['WNT14B'],"[{'GeneLocus': '17q21.32', 'LocusKey': 1}]",34145744[PMID]
1848,"Renal agenesis, bilateral",Clinical subtype,GREB1L,GREB1 like retinoic acid receptor coactivator,gene with protein product,"['C18orf6', 'FLJ13687']","[{'GeneLocus': '18q11.1-q11.2', 'LocusKey': 1}]",29100090[PMID]_29100091[PMID]
1848,"Renal agenesis, bilateral",Clinical subtype,RET,ret proto-oncogene,gene with protein product,"['CDHF12', 'CDHR16', 'PTC', 'RET receptor tyrosine kinase', 'RET51', 'cadherin-related family member 16', 'rearranged during transfection']","[{'GeneLocus': '10q11.21', 'LocusKey': 1}]",18252215[PMID]
1848,"Renal agenesis, bilateral",Clinical subtype,ITGA8,integrin subunit alpha 8,gene with protein product,,"[{'GeneLocus': '10p13', 'LocusKey': 1}]",24439109[PMID]
1848,"Renal agenesis, bilateral",Clinical subtype,FGF20,fibroblast growth factor 20,gene with protein product,,"[{'GeneLocus': '8p22', 'LocusKey': 1}]",22698282[PMID]
1848,"Renal agenesis, bilateral",Clinical subtype,GFRA1,GDNF family receptor alpha 1,gene with protein product,"['GDNFR', 'GFR-ALPHA-1', 'RET1L', 'RETL1', 'TRNR1']","[{'GeneLocus': '10q25.3', 'LocusKey': 1}]",34737117[PMID]
1855,Spondyloenchondrodysplasia,Malformation syndrome,ACP5,"acid phosphatase 5, tartrate resistant",gene with protein product,"['HPAP', 'TRAP', 'TRAcP', 'human purple acid phosphatase', 'tartrate-resistant acid phosphatase']","[{'GeneLocus': '19p13.2', 'LocusKey': 1}]",21217755[PMID]_21217752[PMID]
1856,Spondyloperipheral dysplasia-short ulna syndrome,Disease,COL2A1,collagen type II alpha 1 chain,gene with protein product,['STL1'],"[{'GeneLocus': '12q13.11', 'LocusKey': 1}]",15316962[PMID]_23545312[PMID]
1860,Thanatophoric dysplasia type 1,Clinical subtype,FGFR3,fibroblast growth factor receptor 3,gene with protein product,"['CD333', 'CEK2', 'JTK4']","[{'GeneLocus': '4p16.3', 'LocusKey': 1}]",20301540[PMID]
1865,"Dyssegmental dysplasia, Silverman-Handmaker type",Disease,HSPG2,heparan sulfate proteoglycan 2,gene with protein product,"['PRCAN', 'endorepellin', 'perlecan', 'perlecan proteoglycan']","[{'GeneLocus': '1p36.12', 'LocusKey': 1}]",11279527[PMID]
1871,Progressive cone dystrophy,Disease,PDE6C,phosphodiesterase 6C,gene with protein product,"['ACHM5', 'COD4', ""Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha"", 'PDEA2']","[{'GeneLocus': '10q23.33', 'LocusKey': 1}]",19615668[PMID]
1871,Progressive cone dystrophy,Disease,GNAT2,G protein subunit alpha transducin 2,gene with protein product,['ACHM4'],"[{'GeneLocus': '1p13.3', 'LocusKey': 1}]",14609822[PMID]
1871,Progressive cone dystrophy,Disease,CNGB3,cyclic nucleotide gated channel subunit beta 3,gene with protein product,,"[{'GeneLocus': '8q21.3', 'LocusKey': 1}]",15161866[PMID]
1871,Progressive cone dystrophy,Disease,GUCA1A,guanylate cyclase activator 1A,gene with protein product,"['COD3', 'CORD14', 'GCAP', 'GCAP-1', 'GCAP-I', 'GCAP1', 'cone dystrophy 3', 'dJ139D8.6']","[{'GeneLocus': '6p21.1', 'LocusKey': 1}]",9425234[PMID]_15735604[PMID]
1872,Cone rod dystrophy,Disease,RPGR,retinitis pigmentosa GTPase regulator,gene with protein product,['CORDX1'],"[{'GeneLocus': 'Xp11.4', 'LocusKey': 1}]",11857109[PMID]_23776498[PMID]
1872,Cone rod dystrophy,Disease,PRPH2,peripherin 2,gene with protein product,"['CACD2', 'TSPAN22', 'choroidal dystrophy, central areolar 2', 'rd2', 'retinal peripherin', 'tetraspanin-22']","[{'GeneLocus': '6p21.1', 'LocusKey': 1}]",9279751[PMID]_23563732[PMID]
